Index,fileCostTime,messageCostTime,chainCodeCostTime
1,492.2999999821186,6.5,8.299999982118607
2,551.5,11.900000005960464,8.099999994039536
3,582,6.799999982118607,8.099999994039536
4,546.0999999940395,7.0999999940395355,13.199999988079071
5,478.30000001192093,13.399999976158142,17.799999982118607
6,667.5999999940395,7.5999999940395355,9.800000011920929
7,592.2999999821186,6.5999999940395355,7.5
8,711.5,6.800000011920929,6.799999982118607
9,499.40000000596046,6.699999988079071,8.400000005960464
10,462.40000000596046,7.0999999940395355,6.300000011920929
11,432.2000000178814,7.300000011920929,11
12,482.40000000596046,6.0999999940395355,8.400000005960464
13,429.5,17.099999994039536,7
14,468.59999999403954,7,6.4000000059604645
15,603.9000000059605,6.799999982118607,9.900000005960464
16,482.5,7.5,11.800000011920929
17,474.59999999403954,6.800000011920929,7.700000017881393
18,453.30000001192093,6.899999976158142,7.100000023841858
19,436.60000002384186,9,8.199999988079071
20,428.40000000596046,6.800000011920929,7.5999999940395355
21,489.80000001192093,14.799999982118607,10.299999982118607
22,474.09999999403954,9.800000011920929,8.399999976158142
23,448.5,16.5,7.300000011920929
24,446.80000001192093,7.9000000059604645,11.799999982118607
25,468.40000000596046,8.900000005960464,14.5
26,452.2999999821186,7.199999988079071,7
27,514.0999999940395,7,7.5
28,461.30000001192093,7.5999999940395355,7.0999999940395355
29,451.69999998807907,6.5,8
30,517.0999999940395,14.400000005960464,7.700000017881393
31,466.69999998807907,6.700000017881393,9.599999994039536
32,469.80000001192093,6.300000011920929,8.900000005960464
33,404.19999998807907,6.100000023841858,6.800000011920929
34,436.5,9.399999976158142,7.100000023841858
35,453.10000002384186,7.4000000059604645,7.0999999940395355
36,494.90000000596046,6.4000000059604645,7.5999999940395355
37,429.2000000178814,6.799999982118607,10.100000023841858
38,418.7999999821186,7.699999988079071,12.599999994039536
39,456.19999998807907,6.699999988079071,8.699999988079071
40,483.40000000596046,9.300000011920929,7.800000011920929
41,426,7.699999988079071,8.099999994039536
42,511.30000001192093,6.0999999940395355,11.699999988079071
43,528.0999999940395,5.699999988079071,7.5999999940395355
44,461,10.400000005960464,8.199999988079071
45,474.30000001192093,8.400000005960464,7
46,489.40000000596046,11.5,12.100000023841858
47,515.6999999880791,14.399999976158142,8.600000023841858
48,431.40000000596046,6.600000023841858,16.400000005960464
49,490.7000000178814,9.199999988079071,7.800000011920929
50,510,7.600000023841858,7.299999982118607
