index,timeCost
1,15
2,16
3,19
4,20
5,18
6,18
7,23
8,21
9,26
10,19
11,25
12,26
13,21
14,21
15,19
16,20
17,21
18,54
19,19
20,16
21,18
22,17
23,56
24,18
25,18
26,17
27,57
28,15
29,18
30,53
31,16
32,17
33,55
34,16
35,15
36,16
37,20
38,22
39,24
40,34
41,21
42,31
43,23
44,22
45,20
46,51
47,19
48,56
49,19
50,21
