index,timeCost
1,8
2,7
3,6
4,8
5,8
6,10
7,10
8,10
9,12
10,11
11,12
12,9
13,10
14,13
15,11
16,10
17,10
18,10
19,11
20,9
21,10
22,9
23,9
24,9
25,12
26,10
27,12
28,11
29,10
30,10
31,9
32,10
33,12
34,10
35,11
36,10
37,10
38,11
39,11
40,12
41,9
42,12
43,9
44,9
45,10
46,8
47,9
48,9
49,10
50,8
