Index,fileCostTime,messageCostTime,chainCodeCostTime
1,,8.800000011920929,7.600000023841858
2,,9.099999964237213,7.899999976158142
3,,8.299999952316284,7.300000011920929
4,,9.300000011920929,9.599999964237213
5,,9.800000011920929,8.199999988079071
6,,12.699999988079071,6.800000011920929
7,,6.699999988079071,9.300000011920929
8,,8.900000035762787,7.399999976158142
9,,12.199999988079071,7.899999976158142
10,,10.5,9.300000011920929
11,,9.5,8.600000023841858
12,,8.5,9.899999976158142
13,,8.899999976158142,7.800000011920929
14,,11,13.599999964237213
15,,9.699999988079071,7.400000035762787
16,,8.700000047683716,14
17,,8.800000011920929,8.899999976158142
18,,9.699999988079071,8.099999964237213
19,,9.399999976158142,7.700000047683716
20,,9.399999976158142,9.600000023841858
21,,9.400000035762787,8.899999976158142
22,,8.199999988079071,8.899999976158142
23,,8.800000011920929,10.699999988079071
24,,9.199999988079071,7.699999988079071
25,,8.699999988079071,7.600000023841858
26,,8.699999988079071,8.199999988079071
27,,8.300000011920929,7.599999964237213
28,,9.300000011920929,8.899999976158142
29,,29.899999976158142,6.599999964237213
30,,8.5,7.5
31,,7.300000011920929,9
32,,8.899999976158142,9.399999976158142
33,,15.100000023841858,7.5
34,,8.399999976158142,8.5
35,,12.700000047683716,7.899999976158142
36,,8.199999988079071,8.199999988079071
37,,10.800000011920929,8.799999952316284
38,,9.300000011920929,7.899999976158142
39,,9.600000023841858,8.100000023841858
40,,9.099999964237213,8.300000011920929
41,,7.399999976158142,8.5
42,,9.100000023841858,9.199999988079071
43,,10.099999964237213,7.800000011920929
44,,10,7.399999976158142
45,,9.699999988079071,8.600000023841858
46,,8.800000011920929,7.699999988079071
47,,8.300000011920929,8.399999976158142
48,,7,9.199999988079071
49,,10.600000023841858,6.399999976158142
50,,9.5,8.100000023841858
