index,timeCost
1,9
2,9
3,9
4,11
5,11
6,14
7,15
8,14
9,15
10,13
11,13
12,13
13,14
14,13
15,13
16,12
17,14
18,12
19,17
20,14
21,13
22,15
23,13
24,15
25,12
26,14
27,13
28,12
29,14
30,14
31,12
32,12
33,12
34,12
35,11
36,12
37,13
38,12
39,15
40,13
41,14
42,12
43,12
44,11
45,12
46,11
47,13
48,13
49,12
50,12
