index,timeCost
1,5
2,5
3,5
4,5
5,5
6,7
7,5
8,6
9,6
10,7
11,6
12,5
13,5
14,5
15,5
16,7
17,6
18,5
19,5
20,5
21,6
22,6
23,5
24,5
25,5
26,5
27,6
28,6
29,5
30,5
31,5
32,5
33,4
34,7
35,6
36,5
37,7
38,5
39,8
40,5
41,5
42,7
43,5
44,6
45,6
46,6
47,6
48,5
49,8
50,6
